"id","rightsHolder","datasetName","basisOfRecord","year","month","latitude","longitude","coordinatePrecision","coordinateUncertaintyInMeters","type","taxon_id","taxonRank","taxaSubGroup","kingdom","phylum","class","order","family","genus","scientificName","is_terrestrial","is_freshwater","is_brackish","is_marine","simple_scientificName"
"653b96009a3184000da675a0","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2016","11",22.8063201,121.0450841,0.01,6000,"land","t0097039","species","Birds","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco tinnunculus","true",,,,"Falco tinnunculus"
"65ae220c666d79008bb5bdcd","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2010","10",23.4818853,120.886302,0.01,,"land","t0098992","species","Birds","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix nivicolum","true",,,,"Strix nivicolum"
"6559edccc44a090015c0f4fb","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2022","09",22.884073,120.494528,,620,"land","t0098689","species","Birds","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","Pycnonotus","Pycnonotus sinensis","true",,,,"Pycnonotus sinensis"
"653be42e9a3184000dbd4296","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2020","07",24.793566,120.9175068,,1000,"land","t0029682","species","Birds","Animalia","Chordata","Aves","Charadriiformes","Recurvirostridae","Himantopus","Himantopus himantopus","true",,,,"Himantopus himantopus"
"653afda89a3184000d7a2c2b","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2020","03",22.6874588,120.3073955,,500,"land","t0086298","species","Birds","Animalia","Chordata","Aves","Columbiformes","Columbidae","Streptopelia","Streptopelia chinensis","true",,,,"Streptopelia chinensis"
"653bb9139a3184000db0bb6e","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2015","10",24.0485411,120.3956535,,500,"land","t0097635","species","Birds","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius dubius","true",,,,"Charadrius dubius"
"655a52f6c44a090015e23bf8","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2023","07",24.1088053,121.1977682,,340,"land","t0099806","species","Birds","Animalia","Chordata","Aves","Passeriformes","Aegithalidae","Aegithalos","Aegithalos concinnus","true",,,,"Aegithalos concinnus"
"653abceb9a3184000d6654f5","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2020","11",24.5893214,121.2539303,,15250,"land","t0098391","species","Birds","Animalia","Chordata","Aves","Passeriformes","Campephagidae","Pericrocotus","Pericrocotus solaris","true",,,,"Pericrocotus solaris"
"6559e1eec44a090015bcc6ce","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2022","07",24.2623617,120.9944969,,8410,"land","t0099806","species","Birds","Animalia","Chordata","Aves","Passeriformes","Aegithalidae","Aegithalos","Aegithalos concinnus","true",,,,"Aegithalos concinnus"
"655a313dc44a090015d75874","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2023","03",22.612322,120.357934,0.01,460,"land","t0057548","species","Birds","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Acridotheres","Acridotheres javanicus","true",,,,"Acridotheres javanicus"
"653ad1029a3184000d6c9d15","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2019","10",23.556804,120.667692,,805,"land","t0037193","species","Birds","Animalia","Chordata","Aves","Piciformes","Megalaimidae","Psilopogon","Psilopogon nuchalis","true",,,,"Psilopogon nuchalis"
"653af82d9a3184000d789c98","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2019","10",24.5134779,118.4310082,,500,"land","t0071424","species","Birds","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas zonorhyncha","true","true",,,"Anas zonorhyncha"
"653bf3719a3184000dc1023c","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2018","04",24.1947061,120.9950439,,500,"land","t0037193","species","Birds","Animalia","Chordata","Aves","Piciformes","Megalaimidae","Psilopogon","Psilopogon nuchalis","true",,,,"Psilopogon nuchalis"
"655a1589c44a090015cdf52c","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2023","01",24.1664884,120.7348507,,7800,"land","t0097561","species","Birds","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Cecropis","Cecropis striolata","true",,,,"Cecropis striolata"
"6559ad86c44a090015aadda4","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2022","01",24.401222,120.8785772,,900,"land","t0098476","species","Birds","Animalia","Chordata","Aves","Passeriformes","Phylloscopidae","Phylloscopus","Phylloscopus borealis","true",,,,"Phylloscopus borealis"
"655a166cc44a090015ce3685","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2023","01",23.5897701,120.1507172,,600,"land","t0030460","species","Birds","Animalia","Chordata","Aves","Charadriiformes","Laridae","Chroicocephalus","Chroicocephalus ridibundus","true",,,,"Chroicocephalus ridibundus"
"653c58cf9a3184000de0e978","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2021","01",22.9098801,120.5560149,,319,"land","t0097409","species","Birds","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Bubulcus","Bubulcus ibis","true",,,,"Bubulcus ibis"
"6559db4fc44a090015ba9d6c","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2022","06",23.4664862,120.9499059,0.01,500,"land","t0030182","species","Birds","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Carpodacus","Carpodacus formosanus","true",,,,"Carpodacus formosanus"
"653b58889a3184000d946391","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","1999","10",23.99324,120.767087,0.01,,"land","t0096001","species","Birds","Animalia","Chordata","Aves","Passeriformes","Laniidae","Lanius","Lanius cristatus","true",,,,"Lanius cristatus"
"655a43bec44a090015dd0046","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2023","05",24.98666,121.4235951,,220,"land","t0097276","species","Birds","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Hirundo","Hirundo rustica","true",,,,"Hirundo rustica"
"6559d3d8c44a090015b808e0","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2022","05",23.8581489,121.5355204,0.01,1000,"land","t0037457","species","Birds","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","Pycnonotus","Pycnonotus taivanus","true",,,,"Pycnonotus taivanus"
"653c44bf9a3184000dda2c5c","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2021","03",22.0629156,120.7070446,,2500,"land","t0071424","species","Birds","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas zonorhyncha","true","true",,,"Anas zonorhyncha"
"6559eb95c44a090015c02280","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2022","09",24.155928,120.666567,,500,"land","t0103197","species","Birds","Animalia","Chordata","Aves","Passeriformes","Zosteropidae","Zosterops","Zosterops simplex","true",,,,"Zosterops simplex"
"653b98989a3184000da7370e","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2020","12",25.08236,121.19792,,2290,"land","t0047941","species","Birds","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Tringa glareola","true",,,,"Tringa glareola"
"653b28b19a3184000d871930","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","1998","08",25.1003657,121.4570117,,3600,"land","t0047941","species","Birds","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Tringa glareola","true",,,,"Tringa glareola"
"65bcc1a0cf489700474f0acf","台灣生物多樣性網絡 TBN","Taiwan New Year Bird Count","Occurrence","2020","01",22.9637,120.6785,,0,"land","t0099745","species","Birds","Animalia","Chordata","Aves","Passeriformes","Scotocercidae","Abroscopus","Abroscopus albogularis","true",,,,"Abroscopus albogularis"
"65bb9defcf4897002622a7bf","台灣生物多樣性網絡 TBN","Acoustic detections of birds using the SILIC in Yushan National Park, Taiwan","MachineObservation","2021","03",23.2711,120.9153,,500,"land","t0097796","species","Birds","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus macrorhynchos","true",,,,"Corvus macrorhynchos"
"6559e09dc44a090015bc54be","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2022","07",24.8525624,121.5620899,,2480,"land","t0037193","species","Birds","Animalia","Chordata","Aves","Piciformes","Megalaimidae","Psilopogon","Psilopogon nuchalis","true",,,,"Psilopogon nuchalis"
"65bcb3bfcf489700474c044a","台灣生物多樣性網絡 TBN","The Taiwan Breeding Bird Survey Data","HumanObservation","2016","06",24.605361,121.836761,,100,"land","t0098364","species","Birds","Animalia","Chordata","Aves","Passeriformes","Passeridae","Passer","Passer montanus","true",,,,"Passer montanus"
"653b31b09a3184000d89d9da","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2020","10",26.3692056,120.4925966,,70,"land","t0100094","species","Birds","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea cinerea","true",,,,"Ardea cinerea"
"653ab8d09a3184000d6524a2","台灣生物多樣性網絡 TBN","WRA-五河局生態檢核野生生物調查資料（110-111年）","Occurrence","2022","08",23.507571,120.42808,,800,"land","t0103197","species","Birds","Animalia","Chordata","Aves","Passeriformes","Zosteropidae","Zosterops","Zosterops simplex","true",,,,"Zosterops simplex"
"653c1fca9a3184000dce6956","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2021","02",22.901645,120.544933,,500,"land","t0097561","species","Birds","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Cecropis","Cecropis striolata","true",,,,"Cecropis striolata"
"655a369fc44a090015d92976","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2023","04",23.8281274,120.8007664,,300,"land","t0099970","species","Birds","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas platyrhynchos","true","true",,,"Anas platyrhynchos"
"655a2589c44a090015d344ed","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2023","02",23.8014219,120.452831,,200,"land","t0098364","species","Birds","Animalia","Chordata","Aves","Passeriformes","Passeridae","Passer","Passer montanus","true",,,,"Passer montanus"
"65bcc101cf489700474efd66","台灣生物多樣性網絡 TBN","Taiwan New Year Bird Count","Occurrence","2019","12",22.8964,120.6845,,0,"land","t0098391","species","Birds","Animalia","Chordata","Aves","Passeriformes","Campephagidae","Pericrocotus","Pericrocotus solaris","true",,,,"Pericrocotus solaris"
"6559c908c44a090015b44925","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2022","04",23.436204,120.4423334,0.01,1127,"land","t0057548","species","Birds","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Acridotheres","Acridotheres javanicus","true",,,,"Acridotheres javanicus"
"653bbc409a3184000db184b9","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2020","06",24.449616,118.37138,,1108,"land","t0098689","species","Birds","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","Pycnonotus","Pycnonotus sinensis","true",,,,"Pycnonotus sinensis"
"653b34e49a3184000d8ae2f8","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2010","03",23.8521168,120.9375925,,1000,"land","t0098803","species","Birds","Animalia","Chordata","Aves","Passeriformes","Pellorneidae","Schoeniparus","Schoeniparus brunneus","true",,,,"Schoeniparus brunneus"
"653c20b69a3184000dcec906","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2021","07",23.80865,120.8039,,430,"land","t0103197","species","Birds","Animalia","Chordata","Aves","Passeriformes","Zosteropidae","Zosterops","Zosterops simplex","true",,,,"Zosterops simplex"
"655a1b60c44a090015cfd8ef","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2023","01",23.9859882,120.9601807,,1400,"land","t0084390","species","Birds","Animalia","Chordata","Aves","Passeriformes","Corvidae","Pica","Pica serica","true",,,,"Pica serica"
"65bbb665cf489700262662da","台灣生物多樣性網絡 TBN","Acoustic detections of birds using the SILIC in Yushan National Park, Taiwan","MachineObservation","2020","03",23.2862,120.8975,0.01,500,"land","t0049061","species","Birds","Animalia","Chordata","Aves","Passeriformes","Zosteropidae","Yuhina","Yuhina brunneiceps","true",,,,"Yuhina brunneiceps"
"65bcc1aecf489700474f29bc","台灣生物多樣性網絡 TBN","Taiwan New Year Bird Count","Occurrence","2022","01",23.35073,120.164852,,0,"land","t0097636","species","Birds","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius hiaticula","true",,,,"Charadrius hiaticula"
"653bd8b89a3184000db9f6bf","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2019","06",24.9894952,121.8981338,,880,"land","t0036478","species","Birds","Animalia","Chordata","Aves","Passeriformes","Timaliidae","Pomatorhinus","Pomatorhinus musicus","true",,,,"Pomatorhinus musicus"
"653bfda39a3184000dc3ed56","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2020","08",22.6249317,120.3381366,0.01,,"land","t0057548","species","Birds","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Acridotheres","Acridotheres javanicus","true",,,,"Acridotheres javanicus"
"653bff239a3184000dc45b9a","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2019","03",22.8849011,120.1981886,,500,"land","t0100094","species","Birds","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea cinerea","true",,,,"Ardea cinerea"
"653c410d9a3184000dd8e7a0","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2021","04",22.6404717,120.6052279,,2000,"land","t0098990","species","Birds","Animalia","Chordata","Aves","Columbiformes","Columbidae","Streptopelia","Streptopelia tranquebarica","true",,,,"Streptopelia tranquebarica"
"6559dc25c44a090015bad0b5","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2022","06",25.0372,121.343875,,786,"land","t0098689","species","Birds","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","Pycnonotus","Pycnonotus sinensis","true",,,,"Pycnonotus sinensis"
"655a2277c44a090015d22d0f","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2023","02",24.4392204,118.2543142,,1691,"land","t0098448","species","Birds","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Phoenicurus","Phoenicurus auroreus","true",,,,"Phoenicurus auroreus"
"653abe6b9a3184000d66d927","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2020","12",22.5203917,120.4324183,,310,"land","t0097277","species","Birds","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Hirundo","Hirundo tahitica","true",,,,"Hirundo tahitica"
"653bdbdb9a3184000dbaf7c8","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2017","12",24.4678977,121.7935994,,3130,"land","t0098689","species","Birds","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","Pycnonotus","Pycnonotus sinensis","true",,,,"Pycnonotus sinensis"
"653afafd9a3184000d796ef1","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2017","05",24.7150047,121.8292594,,1000,"land","t0098099","species","Birds","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Nycticorax","Nycticorax nycticorax","true","true",,,"Nycticorax nycticorax"
"655a34d4c44a090015d88ea3","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2023","03",22.0303008,120.7232952,,2000,"land","t0099045","species","Birds","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Tachybaptus","Tachybaptus ruficollis","true",,,,"Tachybaptus ruficollis"
"653b51249a3184000d923ebc","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2019","11",23.7268922,120.6348259,,970,"land","t0098364","species","Birds","Animalia","Chordata","Aves","Passeriformes","Passeridae","Passer","Passer montanus","true",,,,"Passer montanus"
"653be9289a3184000dbe88ab","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2016","09",21.9532822,120.8233425,,500,"land","t0097002","species","Birds","Animalia","Chordata","Aves","Coraciiformes","Coraciidae","Eurystomus","Eurystomus orientalis","true",,,,"Eurystomus orientalis"
"653ba48b9a3184000daaa669","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2018","04",24.54705,121.29129,,500,"land","t0097050","species","Birds","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula hyperythra","true",,,,"Ficedula hyperythra"
"653b2cad9a3184000d886ccb","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2020","04",22.6267662,120.5964635,0.01,363,"land","t0098934","species","Birds","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Spilornis","Spilornis cheela","true",,,,"Spilornis cheela"
"65bbbbe8cf489700262760f8","台灣生物多樣性網絡 TBN","Acoustic detections of birds using the SILIC in Yushan National Park, Taiwan","MachineObservation","2020","04",23.2755,120.844,0.01,500,"land","t0029661","species","Birds","Animalia","Chordata","Aves","Passeriformes","Leiothrichidae","Heterophasia","Heterophasia auricularis","true",,,,"Heterophasia auricularis"
"653bcab89a3184000db5e59a","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2015","01",23.473018,120.491027,,500,"land","t0097347","species","Birds","Animalia","Chordata","Aves","Passeriformes","Monarchidae","Hypothymis","Hypothymis azurea","true",,,,"Hypothymis azurea"
"653b1e439a3184000d83f6d3","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2020","10",24.9905017,121.4489776,0.01,170,"land","t0057548","species","Birds","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Acridotheres","Acridotheres javanicus","true",,,,"Acridotheres javanicus"
"653ad3dd9a3184000d6d8f13","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2016","01",24.8249477,120.9196016,,1000,"land","t0103197","species","Birds","Animalia","Chordata","Aves","Passeriformes","Zosteropidae","Zosterops","Zosterops simplex","true",,,,"Zosterops simplex"
"653c5b799a3184000de1beab","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2021","08",24.8110443,120.910635,,4000,"land","t0098989","species","Birds","Animalia","Chordata","Aves","Columbiformes","Columbidae","Streptopelia","Streptopelia orientalis","true",,,,"Streptopelia orientalis"
"645b3a370d1f1300703c8464","臺灣國家公園生物多樣性資料庫","106年墾丁國家公園赤腹鷹遷徙模式之研究","Occurrence","2017","09",21.953408,120.82347,0.01,,"land","t0070032","species","Birds","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Accipiter","Accipiter soloensis","true",,,,"Accipiter soloensis"
"6559c90bc44a090015b451e3","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2022","04",24.9510343,121.5470588,,2240,"land","t0096829","species","Birds","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Egretta","Egretta garzetta","true",,,,"Egretta garzetta"
"655a3227c44a090015d7c364","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2023","04",24.8681208,121.8336298,,1550,"land","t0103435","species","Birds","Animalia","Chordata","Aves","Passeriformes","Timaliidae","Erythrogenys","Erythrogenys erythrocnemis","true",,,,"Erythrogenys erythrocnemis"
"65bcba7fcf489700474d6e75","台灣生物多樣性網絡 TBN","The Taiwan Breeding Bird Survey Data","HumanObservation","2015","03",25.026633,121.575883,0.01,100,"land","t0048427","species","Birds","Animalia","Chordata","Aves","Passeriformes","Corvidae","Urocissa","Urocissa caerulea","true",,,,"Urocissa caerulea"
"65bb7630cf489700261f2034","台灣生物多樣性網絡 TBN","Acoustic detections of birds using the SILIC in Yushan National Park, Taiwan","MachineObservation","2020","08",23.2625,120.9211,0.01,500,"land","t0049061","species","Birds","Animalia","Chordata","Aves","Passeriformes","Zosteropidae","Yuhina","Yuhina brunneiceps","true",,,,"Yuhina brunneiceps"
"65bc5f53cf4897003f0c7536","台灣生物多樣性網絡 TBN","Acoustic detections of birds using the SILIC in Yushan National Park, Taiwan","MachineObservation","2020","03",23.2862,120.8975,0.01,500,"land","t0029661","species","Birds","Animalia","Chordata","Aves","Passeriformes","Leiothrichidae","Heterophasia","Heterophasia auricularis","true",,,,"Heterophasia auricularis"
"65bcace1cf489700474a7bff","台灣生物多樣性網絡 TBN","The Taiwan Breeding Bird Survey Data","HumanObservation","2012","05",23.668975,120.349403,,100,"land","t0097991","species","Birds","Animalia","Chordata","Aves","Passeriformes","Dicruridae","Dicrurus","Dicrurus macrocercus","true",,,,"Dicrurus macrocercus"
"653c65e99a3184000de56628","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2021","01",24.0205219,121.5953775,,21870,"land","t0097937","species","Birds","Animalia","Chordata","Aves","Passeriformes","Corvidae","Dendrocitta","Dendrocitta formosae","true",,,,"Dendrocitta formosae"
"653bda489a3184000dba6faf","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2019","10",22.5172893,120.3413372,,6830,"land","t0057565","species","Birds","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Actitis","Actitis hypoleucos","true",,,,"Actitis hypoleucos"
"6559ad82c44a090015aacf00","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2022","01",23.882283,121.543552,,410,"land","t0103655","species","Birds","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Riparia","Riparia chinensis","true",,,,"Riparia chinensis"
"6559e2cec44a090015bd165f","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2022","08",22.6985647,121.0120332,,14780,"land","t0097277","species","Birds","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Hirundo","Hirundo tahitica","true",,,,"Hirundo tahitica"
"655a0a2ec44a090015c9ef8e","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2022","12",24.4476819,118.4503037,,500,"land","t0098479","species","Birds","Animalia","Chordata","Aves","Passeriformes","Phylloscopidae","Phylloscopus","Phylloscopus fuscatus","true",,,,"Phylloscopus fuscatus"
"653bd7b09a3184000db9a153","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2020","05",23.596294,120.574683,,150,"land","t0098990","species","Birds","Animalia","Chordata","Aves","Columbiformes","Columbidae","Streptopelia","Streptopelia tranquebarica","true",,,,"Streptopelia tranquebarica"
"653ad98a9a3184000d6f5ff9","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2020","06",23.9370198,121.6060781,,1778,"land","t0096454","species","Birds","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Motacilla","Motacilla alba","true",,,,"Motacilla alba"
"653b1bad9a3184000d83218a","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2018","09",24.6599371,121.8184608,,9140,"land","t0097991","species","Birds","Animalia","Chordata","Aves","Passeriformes","Dicruridae","Dicrurus","Dicrurus macrocercus","true",,,,"Dicrurus macrocercus"
"6459eb26a6de00003ce0ffcd","臺灣國家公園生物多樣性資料庫","109年墾丁國家公園秋季過境猛禽族群調查計畫","Occurrence","2020","10",21.953397,120.823433,0.01,,"land","t0029986","species","Birds","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Butastur","Butastur indicus","true",,,,"Butastur indicus"
"6559ae68c44a090015ab35a8","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2022","01",25.2331803,121.6327456,0.01,1980,"land","t0096004","species","Birds","Animalia","Chordata","Aves","Passeriformes","Laniidae","Lanius","Lanius schach","true",,,,"Lanius schach"
"64524c8cd9db0801d6b97659","台灣生物多樣性網絡 TBN","台灣猛禽回報系統","HumanObservation","2022","05",22.69824,120.30998,0.01,,"land","t0098934","species","Birds","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Spilornis","Spilornis cheela","true",,,,"Spilornis cheela"
"64521642d9db0801d6b0e78c","台灣生物多樣性網絡 TBN","中部地區自動相機調查_石虎研究團隊","Occurrence","2017","05",23.966461,120.905668,0.01,30,"land","t0057884","species","Birds","Animalia","Chordata","Aves","Galliformes","Phasianidae","Bambusicola","Bambusicola sonorivox","true",,,,"Bambusicola sonorivox"
"6559b24cc44a090015ac79ca","台灣生物多樣性網絡 TBN","eBird Taiwan - 鳥類觀察資料集","HumanObservation","2022","01",24.9853724,121.4487773,,630,"land","t0086298","species","Birds","Animalia","Chordata","Aves","Columbiformes","Columbidae","Streptopelia","Streptopelia chinensis","true",,,,"Streptopelia chinensis"
"655f57c3ffe55200171ab4f8","GBIF","iNaturalist Research-grade Observations","HumanObservation","2022","03",25.398585,121.450566,,29981,"sea","t0057749","species","Cephalopods","Animalia","Mollusca","Cephalopoda","Octopoda","Argonautidae","Argonauta","Argonauta argo",,,,"true","Argonauta argo"
"645ab8180d1f13005d3b6082","臺灣國家公園生物多樣性資料庫","台江國家公園海域生態系生物資源調查與多樣性保育研究（4/4）","Occurrence","2019","05",23.14355,119.9979667,,,"sea","t0071259","species","Cephalopods","Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Amphioctopus","Amphioctopus aegina",,,,"true","Amphioctopus aegina"
"5d7f3307-480f-415a-a8d8-c76ff2eacbe1","fromOBIS","fromOBIS","PreservedSpecimen","2004","10",22.2433,120.424,,1000,"sea","t0030521","species","Cephalopods","Animalia","Mollusca","Cephalopoda","Teuthida","Chtenopterygidae","Chtenopteryx","Chtenopteryx sicula",,,,"true","Chtenopteryx sicula"
"645907c8a0a307002cfbdc5c","臺灣國家公園生物多樣性資料庫","台江國家公園海域生態系生物資源調查與多樣性保育研究（3/4）","Occurrence","2017","12",23.0705333,119.9498333,,,"sea","t0057523","species","Cephalopods","Animalia","Mollusca","Cephalopoda","Teuthida","Enoploteuthidae","Abralia","Abralia multihamata",,,,"true","Abralia multihamata"
"645af2fa0d1f13005d3c5726","臺灣國家公園生物多樣性資料庫","台江國家公園海域生態系生物資源調查與多樣性保育研究（3/4）","Occurrence","2018","09",23.2036333,119.7226333,,,"sea","t0029102","species","Cephalopods","Animalia","Mollusca","Cephalopoda","Sepiolida","Sepiolidae","Euprymna","Euprymna morsei",,,,"true","Euprymna morsei"
"655f515effe5520017193f6b","GBIF","iNaturalist Research-grade Observations","HumanObservation","2022","08",22.048913,121.572964,,639,"sea","t0031223","species","Cephalopods","Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Octopus","Octopus cyanea",,,,"true","Octopus cyanea"
