"taxonID","taxonRank","taxaSubGroup","family","unrecorded","recorded"
"t0043216","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora malloticola"
"t0043217","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora melanolepidis"
"t0043218","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora melastomobia"
"t0043219","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora melothriae"
"t0043220","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora microlepiae"
"t0043221","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora millettiae"
"t0043222","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora mitteriana"
"t0043224","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora mucunae"
"t0043225","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora muntingiicola"
"t0043226","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora musae"
"t0043227","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora musicola"
"t0043228","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora myriactidis"
"t0043229","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora mysorensis"
"t0043230","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora nelumbonicola"
"t0043231","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora nephrolepidis"
"t0043232","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora neriella"
"t0043233","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora nicotianae"
"t0043234","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora nigricans"
"t0043235","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora noveboracensis"
"t0043236","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora nymphaeacea"
"t0043237","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora ocellata"
"t0043238","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora ocimicola"
"t0043239","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora oenotherae"
"t0043240","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora osmanthicola"
"t0043241","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora oxalidis"
"t0043242","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora pachirae"
"t0043243","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora pachyrrhizi"
"t0043244","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora paederiae"
"t0043245","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora pancratii"
"t0043246","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora paulowniae"
"t0043247","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora persicariae"
"t0043248","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora petila"
"t0043249","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora phaseolicola"
"t0043250","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora phyllanthi"
"t0043251","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora phyllanthi"
"t0043252","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora pini"
"t0043253","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora plagiogyriae"
"t0043254","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora platani"
"t0043255","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora platycaryae"
"t0043256","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora polliae"
"t0043257","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora polygonicola"
"t0043258","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora polysciadis"
"t0043259","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora prunicola"
"t0043260","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora pruni"
"t0043261","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora pseudehretiae"
"t0043262","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora pteridicola"
"t0043263","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora pteridophytophila"
"t0043264","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora puerariicola"
"t0043265","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora pulvinulata"
"t0043266","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora punctiformis"
"t0043267","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora punicae"
"t0043268","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora pyricola"
"t0043269","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora rhamnaceicola"
"t0043270","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora rhapisicola"
"t0043271","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora rhododendricola"
"t0043272","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora rubropurpurea"
"t0043273","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora rumohrae"
"t0043274","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora saccharicola"
"t0043275","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora salicina"
"t0043276","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora salviae"
"t0043277","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora sapii"
"t0043278","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora sarcocephali"
"t0043279","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora saururicola"
"t0043280","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora sawadae"
"t0043281","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora schefflerae"
"t0043282","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora scopariicola"
"t0043283","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora sesbaniae"
"t0043284","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora sesbaniicola"
"t0043285","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora shihmenensis"
"t0043286","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora solani"
"t0043287","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora solani"
"t0043288","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora sphendamnophila"
"t0043289","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora spilosticta"
"t0043290","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora stachyurina"
"t0043291","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora stahlii"
"t0043293","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora stizolobii"
"t0043294","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora subsessilis"
"t0043295","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora subtorulosa"
"t0043296","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora symphyti"
"t0043297","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora symploci"
"t0043298","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora symplocicola"
"t0043299","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora tabernaemontanae"
"t0043300","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora tagetis"
"t0043301","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora taichungensis"
"t0043302","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora taiwanensis"
"t0043303","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora tectariae"
"t0043304","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora tetrapanacis"
"t0043306","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora thelypteridis"
"t0043307","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora thladianthae"
"t0043308","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora timorensis"
"t0043309","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora trematicola"
"t0043310","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora trematis"
"t0043311","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora trichophila"
"t0043312","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora triumfettae"
"t0043313","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora ubi"
"t0043314","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora urariae"
"t0043315","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora vexillatae"
"t0043316","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora viburnigena"
"t0043317","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora violamaculans"
"t0043318","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora viticicola"
"t0043319","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora vitis"
"t0043320","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora wedeliae"
"t0043321","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora wisteriicola"
"t0043322","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora zanthoxyli"
"t0043323","species","Ascomycota","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora ziziphicola"
"t0043324","species","Ascomycota","Mycosphaerellaceae","Pseudocercosporella","Pseudocercosporella bakeri"
"t0043325","species","Ascomycota","Mycosphaerellaceae","Pseudocercosporella","Pseudocercosporella bambusae"
"t0043326","species","Ascomycota","Mycosphaerellaceae","Pseudocercosporella","Pseudocercosporella boehmeriae"
"t0043327","species","Ascomycota","Mycosphaerellaceae","Pseudocercosporella","Pseudocercosporella daucicola"
"t0043330","species","Basidiomycota","Phallaceae","Pseudocolus","Pseudocolus schellenbergiae"
"t0043331","species","Ascomycota","Trichocomaceae","Pseudocordyceps","Pseudocordyceps seminicola"
"t0043334","species","Ascomycota","Lobariaceae","Pseudocyphellaria","Pseudocyphellaria cinnamomea"
"t0043335","species","Ascomycota","Lobariaceae","Pseudocyphellaria","Pseudocyphellaria intricata"
"t0043336","species","Ascomycota","Lobariaceae","Pseudocyphellaria","Pseudocyphellaria mougeotiana"
"t0043337","species","Ascomycota","Dictyosporiaceae","Pseudodictyosporium","Pseudodictyosporium elegans"
"t0043338","species","Ascomycota","Dictyosporiaceae","Pseudodictyosporium","Pseudodictyosporium wauense"
"t0043339","species","Ascomycota","Nectriaceae","Pseudofusarium","Pseudofusarium fusarioideum"
"t0043340","species","Ascomycota","Nectriaceae","Pseudofusarium","Pseudofusarium purpurerum"
"t0043345","species","Ascomycota","Hypocreaceae","Pseudohypocrea","Pseudohypocrea citrinella"
"t0043346","species","Basidiomycota","Cerrenaceae","Pseudolagarobasidium","Pseudolagarobasidium pronum"
"t0043347","species","Basidiomycota","Cerrenaceae","Pseudolagarobasidium","Pseudolagarobasidium subvinosum"
"t0043348","species","Ascomycota","Lophiostomataceae","Pseudolophiostoma","Pseudolophiostoma mangiferae"
"t0043350","species","Ascomycota","Pseudomassariaceae","Pseudomassaria","Pseudomassaria islandica"
"t0043351","species","Ascomycota","Pyronemataceae","Pseudombrophila","Pseudombrophila equina"
"t0043352","species","Ascomycota","Pyronemataceae","Pseudombrophila","Pseudombrophila petrakii"
"t0043353","species","Basidiomycota","Tapinellaceae","Pseudomerulius","Pseudomerulius aureus"
"t0043355","species","Ascomycota","Nectriaceae","Pseudomicrocera","Pseudomicrocera henningsii"
"t0043356","species","Ascomycota","Sporocadaceae","Pseudopestalotiopsis","Pseudopestalotiopsis hydeae"
"t0043357","species","Ascomycota","Sporocadaceae","Pseudopestalotiopsis","Pseudopestalotiopsis ixorae"
"t0043358","species","Ascomycota","Sporocadaceae","Pseudopestalotiopsis","Pseudopestalotiopsis taiwanensis"
"t0043359","species","Ascomycota","Didymosphaeriaceae","Pseudopithomyces","Pseudopithomyces maydicus"
"t0043360","species","Ascomycota","Pseudoplagiostomataceae","Pseudoplagiostoma","Pseudoplagiostoma eucalypti"
"t0043361","species","Ascomycota","Sarcosomataceae","Pseudoplectania","Pseudoplectania melaena"
"t0043362","species","Ascomycota","Sarcosomataceae","Pseudoplectania","Pseudoplectania vogesiaca"
"t0043365","species","Ascomycota","Helotiaceae","Pseudospiropes","Pseudospiropes bambusicola"
"t0043366","species","Ascomycota","Helotiaceae","Pseudospiropes","Pseudospiropes miscanthi"
"t0043368","species","Ascomycota","Helotiaceae","Pseudospiropes","Pseudospiropes simplex"
"t0043369","species","Ascomycota","Helotiaceae","Pseudospiropes","Pseudospiropes subuliferus"
"t0043370","species","Ascomycota","Tetraplosphaeriaceae","Pseudotetraploa","Pseudotetraploa javanica"
"t0043374","species","Ascomycota","Boliniaceae","Pseudovalsaria","Pseudovalsaria ferruginea"
"t0043378","species","Basidiomycota","Ustilaginaceae","Pseudozyma","Pseudozyma antarctica"
"t0043379","species","Basidiomycota","Ustilaginaceae","Pseudozyma","Pseudozyma aphidis"
"t0043382","species","Basidiomycota","Strophariaceae","Psilocybe","Psilocybe coprophila"
"t0043383","species","Basidiomycota","Strophariaceae","Psilocybe","Psilocybe subaeruginascens"
"t0043385","species","Ascomycota","Hysteriaceae","Psiloglonium","Psiloglonium pusillum"
"t0043386","species","Ascomycota","Ascodichaenaceae","Psilospora","Psilospora bambusae"
"t0043387","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia abutili"
"t0043388","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia acetosae"
"t0043389","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia actinidiae"
"t0043390","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia adenophorae"
"t0043391","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia aestivalis"
"t0043392","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia agrostidis"
"t0043393","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia ainsliaeae"
"t0043394","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia allii"
"t0043395","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia arachidis"
"t0043396","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia arenariae"
"t0043397","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia argentata"
"t0043398","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia arthraxonis"
"t0043399","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia arthraxonis"
"t0043400","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia asparagi"
"t0043401","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia asteris"
"t0043402","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia baryi"
"t0043403","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia belamcandae"
"t0043404","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia benokiyamensis"
"t0043405","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia breviculmis"
"t0043406","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia brunnea"
"t0043407","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia bupleuri"
"t0043408","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia cacao"
"t0043409","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia canaliculata"
"t0043410","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia cannae"
"t0043411","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia caricis"
"t0043412","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia caricis"
"t0043413","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia caricis"
"t0043414","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia caricis"
"t0043415","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia caricis"
"t0043416","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia caricis"
"t0043417","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia caricis"
"t0043418","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia caricis"
"t0043419","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia caricis"
"t0043420","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia caricis"
"t0043421","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia caricis"
"t0043422","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia cenchri"
"t0043423","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia cesatii"
"t0043424","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia chrysanthemi"
"t0043425","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia cirsii"
"t0043426","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia citrina"
"t0043427","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia clematidis"
"t0043428","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia cnici"
"t0043429","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia conyzella"
"t0043430","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia coronata"
"t0043431","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia crepidis"
"t0043432","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia cynodontis"
"t0043433","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia cyperi"
"t0043434","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia cyperi"
"t0043435","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia dianellae"
"t0043436","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia diclipterae"
"t0043437","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia dieteliana"
"t0043438","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia dioicae"
"t0043439","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia dispori"
"t0043440","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia duthiei"
"t0043441","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia eleocharidis"
"t0043442","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia elytrariae"
"t0043443","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia erythropus"
"t0043444","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia eulaliae"
"t0043445","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia exhausta"
"t0043446","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia ferruginea"
"t0043447","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia ferruginosa"
"t0043448","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia fimbristylidis"
"t0043449","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia flaccida"
"t0043450","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia flavipes"
"t0043451","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia fuirenicola"
"t0043452","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia fusispora"
"t0043453","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia gentianae"
"t0043454","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia glechomatis"
"t0043455","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia graminis"
"t0043456","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia hashiokai"
"t0043457","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia hemerocallichis"
"t0043458","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia hemerocallidis"
"t0043459","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia hemopsiana"
"t0043460","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia heterospora"
"t0043461","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia hieracii"
"t0043462","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia honnopsiana"
"t0043463","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia hordei"
"t0043464","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia horiana"
"t0043465","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia hyalina"
"t0043467","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia hypoestis"
"t0043468","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia incompleta"
"t0043469","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia invenusta"
"t0043470","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia ipomoeae"
"t0043471","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia juncelli"
"t0043472","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia kraussiana"
"t0043473","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia kuehnii"
"t0043474","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia kurosawae"
"t0043476","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia kyllingae"
"t0043477","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia lactucae"
"t0043478","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia lactucicola"
"t0043479","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia lapsanae"
"t0043480","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia lateritia"
"t0043481","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia levis"
"t0043482","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia liberta"
"t0043483","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia lolii"
"t0043484","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia lophatheri"
"t0043485","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia magnusiana"
"t0043486","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia marisci"
"t0043487","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia melanocephala"
"t0043488","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia menthae"
"t0043489","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia microspora"
"t0043490","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia microstegii"
"t0043491","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia miscanthi"
"t0043492","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia mysorensis"
"t0043493","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia nakanishikii"
"t0043494","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia niitakensis"
"t0043495","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia nishidana"
"t0043496","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia nokoensis"
"t0043497","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia noli"
"t0043498","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia oahuensis"
"t0043499","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia oenanthes"
"t0043500","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia psidii"
"t0043501","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia panici"
"t0043502","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia paspalina"
"t0043503","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia paullula"
"t0043504","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia phellopteri"
"t0043505","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia phelloptericola"
"t0043506","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia philippinensis"
"t0043507","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia phyllostachydis"
"t0043508","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia pimpinellae"
"t0043509","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia pogonatheri"
"t0043510","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia polliniae"
"t0043511","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia polliniae"
"t0043512","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia polygoni"
"t0043513","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia polygonicaespitosii"
"t0043514","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia polygoni"
"t0043515","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia polysora"
"t0043516","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia punctata"
"t0043517","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia purpurea"
"t0043518","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia pusilla"
"t0043519","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia ruelliae"
"t0043520","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia rufipes"
"t0043521","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia scirpi"
"t0043522","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia scirpi"
"t0043523","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia scirpi"
"t0043524","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia scirpi"
"t0043525","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia scleriae"
"t0043526","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia scleriicola"
"t0043527","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia shiraiana"
"t0043528","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia similacinae"
"t0043529","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia smilacicola"
"t0043530","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia smilacis"
"t0043531","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia smilacis"
"t0043532","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia solmsii"
"t0043533","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia sorghi"
"t0043534","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia stauntoniae"
"t0043535","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia striiformis"
"t0043536","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia styracinum"
"t0043537","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia substriata"
"t0043538","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia taihaensis"
"t0043539","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia taihokuensis"
"t0043540","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia taiwaniana"
"t0043541","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia tanaceti"
"t0043542","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia thwaitesii"
"t0043543","species","Basidiomycota","Pucciniaceae","Puccinia","Puccinia triticina"
